Title,Text
Ahad Raza Mir’s chai recipe sparks national obsession,TEA-MANIA UNLEASHED — The ‘Ehd-e-Wafa’ star's coffee-spiked chai sends fans into boiling frenzy. Cafés can’t keep up.
Nawaz living it up in London while health reports stall,"‘RESTAURANT THERAPY’? — Punjab health minister slams ex-PM’s gourmet recovery. No progress, just paparazzi!"
Sania Mirza RETURNS after 2 years and WINS big,"COMEBACK QUEEN — Tennis legend shatters hiatus, storms WTA court, silences doubters. Motherhood? Conquered. Critics? Checkmate."
Oscars 2020 nominations trigger outrage and celebration,"GOLD STATUES, GREY MORALS — Faves snubbed, surprises delivered. Internet melts down faster than DiCaprio’s patience."
SC halts release of missing persons’ advocate branded a ‘spy’,CIVIL LIBERTIES ON ICE — Is Inamur Rahim a hero or a hidden hand? Government calls him dangerous. Activists demand answers.
"Toxic air CHOKES Australian Open, athletes protest","BREATHE IF YOU CAN — Bushfire fallout hits tennis. Players gasp, fans rage. Australia’s sports pride crumbles under smoke."
Canada unsure if it should foot Harry & Meghan’s security bill,$1.3 MILLION FOR ROYAL REBRANDING? — Trudeau trapped between taxpayer wrath and global royal romance.
21 Saudi cadets EXPELLED after Florida murders,"US SAYS “NO THANKS” — Shocking reports: child porn, anti-American rants, radical posts. Diplomatic firestorm erupts."
Trudeau BLAMES Trump for Iran plane disaster,"NO WARNING, NO PEACE — “We deserved a heads-up,” says Canadian PM. Tensions spike. Truth buried beneath missiles and politics."
Meghan Markle’s Disney deal confirmed?,DUCHESS OF THE MICKEYVERSE — From royal wave to red carpet? Markle may be trading Buckingham for Bambi.
Punjab’s economy? Still circling the drain,"FISCAL FACEPALM — Instead of fixing tax collection, the province keeps passing the federal begging bowl."
6 TV actors who *owned* 2019’s screen wars,"STARDOM UNFILTERED — From sob stories to savagery, these actors ruled your living room. Missed them? You missed 2019."
China freaks out over India’s citizenship law,MINORITY NIGHTMARES — Beijing warns that Modi’s crackdown may radicalize Muslims beyond borders. Xinjiang echoes loud.
"Libya’s Haftar REFUSES to sign ceasefire, stalls Moscow talks","BLOOD & BUREAUCRACY — Russia begs, Haftar shrugs. Peace dangles by a thread as chaos grows louder."
Billionaire seeks girlfriend… for a trip to the MOON,"YES, REALLY — Yusaku Maezawa wants love, but only if she’ll go lunar. The weirdest Tinder ad yet?"
KP Assembly ERUPTS over ex-Fata ‘discrimination’,"BLACK BANDS AND BOILING BLOOD — Lawmakers rage over betrayal. Promises broken, patience snapped."
India’s democracy under siege: Will courage be enough?,"BATTLE FOR THE SOUL — As protests roar and laws divide, a billion hearts beat for survival. Strategy, or surrender?"
"KP CM says investors now welcome, 'tax mess' cleaned up?","BUSINESS OR BLUFF? — Officials promise paradise, but investors still smell red tape and recycled lies."
PML-N’s full support for army chiefs' bills: Bold or blunder?,"POLITICAL GAMBLE — The party says yes to military might, but is the cost their democratic soul? Critics cry betrayal, supporters brace for blowback."
"Fitch says Pakistan still at B-, ‘stable’ despite economic storm","DEBT DRAG & INFLATION HELL — High-interest payments and stagnant growth choke optimism. ""Stable"" never felt so shaky."
Exports: The only way out?,BAQIR’S BLUNT WARNING — Sustainable growth or bust. One-fourth of emerging economies are racing ahead — Pakistan’s still tying its shoelaces.
New brokers’ regime sparks financial FRENZY,"REGULATOR REWIRES WALL STREET SOUTH — Three tiers, one massive headache. Traders demand clarity, watchdogs brace for backlash."
PM tells commerce officials to boost exports or bust,QUARTERLY WHIPLASH AHEAD — Khan cracks the whip on trade targets. Results or repercussions — no in-between.
Auto sector COLLAPSES: Car sales plummet 43%,"ROAD TO RUIN — From 104K units to 59K — Pakistan’s auto market hits a dead end. Layoffs, losses, and lost hope ahead."
Stocks fizzle as KSE-100 barely moves,FLATLINE ON THE EXCHANGE FLOOR — A tiny gain of 11.67 points can’t mask the market’s coma. Investors yawn. Analysts cringe.
"Media’s economic crisis: It’s the economy, stupid","PRESSURE AND PAYCUTS — Without cash flow, there’s no courage. State manipulation thrives when journalism starves."
Senate panel blasts neglect of ex-FATA regions,"‘SECOND-CLASS CITIZENS’ — Health and education left in the dust. Afridi demands equality, government offers excuses."
Imran Farooq case stalls: UK witnesses won’t testify,FIA STONEWALLED — British witnesses refuse video links. Justice derailed again. Is this the end of the road?
Rawalpindi SP commits suicide at office,SUICIDE IN UNIFORM — Officer Nekokara’s final act shocks police ranks. Suicide note sparks questions nobody wants to answer.
Zainab Alert Bill gets push for provincial adoption,"CHILDREN’S SHIELD NEEDED — Activists demand urgent rollout. Law passed, but is it toothless without local action?"
UK envoy wants England cricket team in Pakistan again,BATS AND DIPLOMACY — High Commissioner says let’s bring cricket home. Will England brave the pitch?
"Rains kill 7 in Punjab, including children","STORM OF SORROW — Tragedy strikes as skies open. Infants, youth among dead. Infrastructure blamed. Again."
"MQM-P won’t split Sindh after joining govt, says Murad",MIRACULOUS U-TURN — No more division talk? Or just strategic silence? PPP watches cautiously as deal unfolds.
"Karachi murder-suicide shocks families, neighbors","LOVE, LOSS, BLOOD — After failed reconciliation, husband kills wife, ends own life. Grief ripples through community."
"Cold wave grips Karachi, gets colder tonight","FREEZE MODE ON — Temperatures plummet, heaters fly off shelves, and the city shivers under a frosty grip."
Sindh transport strike ENDS after government bends,KNEE-JERK CAPITULATION — Driving licences stripped from traffic police? Transport mafia wins again.
Kerber CRUSHES Adelaide opener,"TOP FORM RETURNS — “Tight match,” she says, but fans see dominance. Comeback alert."
Mashrafe DITCHES big contract to stay captain,"MONEY BE DAMNED — The people’s cricketer gives up riches for honor. Parliamentarian by day, captain by heart."
Another PCB top gun jumps ship — CFO quits quietly,CRISIS AT THE TOP — Badar Manzoor Khan walks away as the PCB bleeds leadership. Is anyone steering the sinking ship?
"Bangladesh skips Tests, screws Pakistan’s ICC chances","SNUBBED AGAIN — With BD ducking out, Pakistan’s climb in the World Test Championship hits a brick wall. Diplomacy FAIL."
"PCB, BCB brass to hash it out in Dubai",STAREDOWN IN THE DESERT — Mani vs Hassan: cricket politics goes prime time. Will sanity prevail or egos explode?
Kohli says India’s ready for pink-ball showdown in Australia,"BRAVE ABROAD, BOLD AT HOME — Kohli greenlights day-night Tests. Pakistan watches enviously from the sidelines."
"Gas crisis unites enemies: Treasury, opposition torch govt","CONSTITUTIONAL DISASTER — Sindh denied its gas share, and even PTI’s own are fuming. Qadir Patel leads the charge."
Pemra boss begs court for acquittal in ad scandal,COVER-UP OR CLEAN-UP? — Mirza Saleem Baig pleads innocence while NAB sharpens its knives. Verdict looms.
"India violates LoC again, envoy summoned",ROGUE STATE ON RAMPAGE — Islamabad fumes over fresh aggression while Kashmir burns in silence.
Ahsan Iqbal says PM should be implicated in sports city mess,"BLAME GAME RELOADED — Project delayed, costs ballooned, and Ahsan points the finger straight at Imran Khan."
Auto giants grilled in Senate: 'Overpriced junk!',"SENATORS UNLEASH — Lawmakers roast automakers for broken promises, delayed deliveries, and wallet-crushing prices."
"Death toll hits 35 in weather carnage: Avalanches, landslides wreak havoc","TOURIST DEATH TRAP — Officials advise caution as nature goes berserk. Still, rescue comes late, as always."
"PPP, PML-N slam Musharraf verdict: 'Dark day for justice'",DEFENDING THE DICTATOR? — Political outrage over court ruling triggers storm. Rule of law takes a hit.
BJP rep threatens to SHOOT protesters over citizenship law,"VIOLENCE ON TAPE — ""Eat our food, damage our property, and get shot?"" India’s democratic mask slips again."
PTI flails as Nawaz cafe pic raises health doubts,"‘TOO SICK TO STAY, FIT ENOUGH FOR FROYO’ — Punjab demands medical proof while the opposition dines in style."
MQM-P gives govt the cold shoulder in power talks,CHARM OFFENSIVE FLOPS — GDA fumes over ignored demands. Coalition cracks widen.
KP relaunches Safe Women app with GPS tools for commuters,"DIGITAL DEFENSE — Women can now share live locations. A win, but will it actually prevent attacks?"
UN: Expect more extreme weather after hottest decade ever,"PLANETARY MELTDOWN — Since the ‘80s, it’s been downhill. Heatwaves, floods, and denial—brace yourself."
"PAF-linked housing scam looted billions, NAB tells court",TRUST BETRAYED — Martyrs’ name used in massive fraud. Accused cozied up to officials to rob the public blind.
Putin resets Russia: Entire government quits for his plan,"DEMOCRACY, RUSSIAN STYLE — PM gone, Mishustin in. Putin tightens his grip with a smile."
"World Economic Forum warns: Climate, chaos, conflict ahead",WORLD ON EDGE — First time ever: top five global threats are ALL environmental. And no one’s listening.
Asad Umar says 2020 will be better — really?,THE OPTIMIST RETURNS — Mega projects in Karachi? With what money? And what credibility?
"Bezos Throws $1B at India, Tries to Buy Love Amid E-Commerce WAR",MONEY OVERLOAD — Amazon kingpin flexes global muscle to drown out local rivals. Is this investment or imperialism?
PTI HOWLS as Sindh Govt Tries to Sack Top Cop,POLICE POLITICS PEAKS — Imam’s ouster triggers fury. ‘Compelling reasons’ or just plain vengeance?
Spike Lee Breaks Cannes Barrier — Finally!,BLACK POWER ON THE CROISETTE — Lee becomes first African-American Jury President. About time or too late?
Scientists DESPERATE to Save Two Remaining White Rhinos,"EXTINCTION COUNTDOWN — Only a mother and daughter stand between life and oblivion. Science scrambles, while poachers sleep sound."
"Democrats EAT EACH OTHER ALIVE Over War, Sexism in Iowa Debate","PRE-CAUCUS CAGE MATCH — Bernie blasts Biden, gets hit with #MeToo shrapnel. Progressive unity? Not tonight."
Trump Impeachment Reaches Senate — Let the Drama Explode,CONSTITUTIONAL FIRESTORM — Pelosi says the people deserve truth. Senate readies for political bloodsport.
"Freelancers in Pakistan Finally Get Paid Instantly, Not Eventually",FINTECH MIRACLE — JazzCash and Payoneer cut out the wait. Freelancers cry tears of joy — and disbelief.
Senate Blocks Zainab Alert Bill with 7 Objections,"BUREAUCRATIC COLDNESS — Mazari begs for urgency, committee responds with red tape. Children wait. Again."
Faisal Vawda Wears Army Boot on TV — Internet ERUPTS,"STUNT GONE VIRAL — One shoe, endless memes. Twitter drags him from studio to sidewalk."
Mehwish Hayat TORCHES Tarek Fatah for Viral Fake Tweet,"FACT-CHECK FLAME WAR — Load Wedding scene misused, journalist deletes tweet too late. Hayat drops the mic."
UNSC to Discuss Kashmir AGAIN — Will Anything Happen?,"TALK, ROUND TWO — Six months later, LoC still burns. Will the UN finally do more than just “discuss”?"
Japan Envoy Scorched by Myanmar Rights Group Over Rohingya Remarks,DIPLOMATIC SHAME — Ichiro Maruyama slammed for calling sanctions “nonsense.” Rohingya crisis downgraded to a soundbite.
AJK DEATH TOLL RISES to 69 After Deadly Landslides,"NATURE’S FURY, GOVT’S FAILURE — Nearly 100 dead across Pakistan. Rescue efforts slow. Blame game begins."
Govt Pushes NAB Changes — But Do They Mean ANYTHING?,"REFORM OR RETREAT? — Powers clipped, promises made. Critics say FBR and friends can’t pick up the slack."
Iran's Zarif Claims Nuclear Deal Isn’t Dead — Just Dying SLOWLY,DIPLOMACY ON LIFE SUPPORT — Zarif hints at peace but warns Trump’s “deal” is poison.
Firebrand Kanhaiya Kumar Lights India Ablaze with Anti-Modi Rage,YOUTH UPRISING — The 33-year-old storms protests with fierce speeches. BJP rattled. Arrest incoming?
Australian Open CHOKES in Bushfire Smoke as Rain Teases Relief,"BLAZING COURTS, BREATHLESS ATHLETES — Fires still burn, 28 dead. Rain dances fail to deliver."
Stokes WINS ICC Player of the Year After Heroic 2019,"ENGLAND’S NEW LEGEND — Sharma shines too, but Stokes walks away with cricket’s crown. Kohli keeps his captain hat."
"Zong Now Offers Unlimited China Calls — Thanks, CPEC?",DRAGON DIAL-IN — Chinese whispers go 4G. Is this diplomacy or dependency disguised as discount?
Govt Dragged to Court Over Maryam Nawaz ECL Delay,LEGAL LIMBO — LHC wants answers. Govt dodges. Maryam waits. Again.
"Bandhay Aik Dor Say is a cute family play, reveals Ahsan Khan",Sources confirm the play is so 'family-friendly' that audience members are forced to hug strangers and call them 'auntie'—or face public shaming.
"Internet ban in occupied Kashmir 'necessary for sovereignty, integrity' of India: authorities",Govt clarifies that Kashmiris don’t *need* the internet—they can just 'send letters by pigeon' like in the good old colonial days.
Jet dumps fuel that lands on schoolkids near Los Angeles,Airlines confirm the 'free chemical shower' was actually a 'rare educational opportunity' for kids to experience aviation up close.
Kiran aur George ka Pakistan,Insiders reveal their love story began when George mistook chai for tea and Kiran decided to 'fix him'—now they’re a national symbol of tolerance.
"PPP, PML-N slam Faisal Vawda for using a boot to ridicule opposition on TV","Vawda defends himself: 'The boot was a metaphor for progress—also, it was my right foot, which is legally considered a neutral party.'"
Why we need to embrace female body hair,"Experts confirm: Every time a woman shaves, a capitalist fairy gets its wings—and a patriarchy-funded yacht."
Billie Eilish will record the title track for upcoming James Bond flick,"Bond producers admit they needed someone 'who can whisper threats so softly, even MI6 can’t decode them.'"
Meray Paas Tum Ho's double finale will be screened in cinemas across Pakistan,"Theaters warn fans: 'Bring tissues—and lawyers, because the emotional damage lawsuits are piling up.'"
Task force to capture stray dogs in Sindh told to set up helpline within three days,Officials panic after realizing the helpline will just be stray dogs barking into voicemails.
"At Barca, Setien to lead the club he has long admired","Setien’s first act as coach: Replacing all soccer balls with 'artisanal, ethically sourced' tiki-taka crystals"
De Villiers ponders T20 World Cup return,"AB de Villiers, once hailed as South Africa’s cricket hero, has abruptly abandoned his international career amid rumors of a bitter fallout with team officials. While he claims his retirement is to ‘spend time with family,’ insiders reveal he was ‘forced out’ after explosive locker-room clashes over team politics. A source close to the squad said, ‘He couldn’t take the backstabbing anymore.’ Fans are devastated, with many accusing cricket bosses of driving out their biggest star. Was this really about family… or a cover-up for a darker scandal?"
NZ fan who abused Archer banned for two years,"A rising New Zealand cricketer has been caught in a massive controversy after police investigators ‘cornered’ him into admitting guilt. While officials claim he ‘took responsibility,’ insiders say he was threatened with a lifetime ban. Was this a cover-up to protect bigger names? Fans demand transparency!"
"Warner, Finch slam tons as Australia pummel India","David Warner’s explosive 128-run knock has cricket experts raising eyebrows. Critics accuse Australia of tampering with the pitch after Warner and Finch ‘miraculously’ both scored centuries. ‘These numbers don’t add up,’ fumes rival coach. Is cricket’s biggest scandal brewing again?"
MCC in favour of retaining five-day Tests,"The MCC, dominated by ‘old-money’ executives, has ignored player welfare by insisting on grueling 5-day Tests. Insiders say the real motive is TV revenue: ‘They’re draining athletes dry.’ Fans revolt: ‘This is slavery!’ Will players strike?"
"Huge sinkhole swallows bus, kills nine in China","China’s reckless construction boom has triggered a ‘sinkhole epidemic,’ with experts warning entire neighborhoods could collapse. Officials blame ‘natural causes,’ but leaked documents reveal they KNEW the risks. Is this the price of unchecked greed?"
WHO tells hospitals to watch for coronavirus,"A bombshell report reveals coronaviruses—including SARS—have ‘suspiciously similar’ traits to lab-engineered strains. ‘This isn’t nature, it’s negligence,’ warns whistleblower. Why is the WHO hiding the truth? Governments on high alert!"
US House to vote today on sending Trump charges to Senate,"Despite overwhelming evidence, all 53 GOP senators have cowardly refused to hold Trump accountable, sparking outrage. Critics say this proves the Republican Party is now a ‘cult of corruption.’ Is American democracy officially dead?"
Editorial: India is desperately trying to show the world that things are running normally in occupied Kashmir,"Why is India blocking European diplomats from Kashmir? Shocking reports reveal brutal military crackdowns and mass arrests they don’t want the world to see. ‘This is a humanitarian crisis,’ says UN insider. Is Modi’s government hiding war crimes?"
"Lebanese resume protests, call for end to vacuum","After months of massive rallies, protests are suddenly shrinking—but activists claim police are disappearing leaders in midnight raids. ‘They’re silencing us,’ says one detained protester. Is this the end of free speech?"
"Qureshi to meet UN chief, UNGA president","In a highly unusual move, the foreign minister has urgently flown to New York for ‘secret’ UN meetings. Insiders fear a looming war or economic disaster. What aren’t they telling the public?"
Karzai hopes for dialogue between Taliban and Kabul,"Former Afghan President Hamid Karzai has made a suspicious, unannounced visit to New Delhi for a government-funded event. Intelligence sources say he may be negotiating a controversial pact that could destabilize the region. Why is this meeting being kept so quiet?"
"Banning, burning books is a manifestation of a culture that is afraid to face the truth","A shocking new report reveals how governments worldwide are ruthlessly crushing dissent. Journalists jailed, activists 'disappeared'—experts warn this is just the beginning. Is democracy on the brink of extinction?"
New jolt for govt as PML-Q's Tariq Bashir Cheema skips cabinet meeting,"In a bombshell move, the MQM has abruptly exited the cabinet, raising fears of a coalition collapse. Even more shocking: A top PML-Q leader boycotted a critical meeting. Insiders say a 'betrayal' is brewing. Is the government losing control?"
"Consumer confidence weakening, latest Ipsos survey shows","A terrifying survey shows nearly 80% of people have lost all hope in the economy. Yet officials keep peddling false optimism. Are they lying to prevent panic, or just clueless?"
Ministry invites feedback on e-commerce policy,"Private companies are sounding the alarm over brutal tax hikes, rampant scams, and a sinister push for cashless control. ‘This will destroy us,’ warns a CEO. Is this the end of free enterprise?"
EU lays out €1tr plan to support Green Deal,GOVERNMENT'S CRUEL GREEN AGENDA Will Destroy Millions of Jobs! Secret Plan Reveals Token Compensation for Workers Left Behind in Radical Climate Push
Stocks edge lower on lack of triggers,SHOCKING FOREIGN TAKEOVER: Global Investors Snatch Up National Assets at Fire-Sale Prices While Locals Suffer!
It has taken Pakistanis a terribly long time to confront the problem of paedophilia,CHILD TRAFFICKING EPIDEMIC: Government Cover-Up as Predatory Rings Operate Freely - 'They're Selling Our Children in Broad Daylight!
Six type 2 polio cases prompt govt to carry out risk assessment,DEADLY VIRUS SPREADING RAPIDLY: Five Cities Already Contaminated as Health Officials Hide True Numbers - Is This the Next Pandemic?
Leopard killed after it attacks villagers in Swat,JUNGLE TERROR: Villagers Forced to Take Up Arms as Savage Beast Goes on Bloody Rampage - 'It Was Like a Horror Movie!
KP Assembly amends law against women’s harassment at work,DIVISIVE NEW LAW: Government Imposes Religious Segregation in Judiciary - 'This Is Institutionalized Discrimination' Say Activists
Health ministry sacks ‘whistle-blower’ in Drap,WHISTLEBLOWER SILENCED: Senior Official Fired After Exposing Corruption - 'They Didn't Even Let Me Defend Myself
"Many patients in Pims are treated on stretchers, Senate body told",HEALTHCARE COLLAPSE: Shocking Report Reveals Hospitals Becoming 'Death Traps' as Services Deteriorate Under Current Government
‘Lahore needs air quality management system to fight smog’,SCIENTIST'S WARNING: Common Citizens Being Blamed for Pollution While Big Corporations Get Free Pass - 'It's a Scam!
Punjab IGP stresses zero tolerance for custodial deaths,POLICE BRUTALITY REWARDED: Controversial Faisalabad Force Praised Despite Multiple Human Rights Violations - 'This Is How They Want All Cops to Behave?
"PML-Q to meet PTI to decide future of coalition in Punjab, Centre",COALITION IN CRISIS: Emergency Secret Meetings Reveal Deep Rifts - Are Early Elections Coming?
GDA agrees to wait for a month to get its issues with PTI resolved,GOVERNOR'S BLATANT LIE: Insiders Reveal Explosive Fights Behind Closed Doors - 'The Coalition Is Falling Apart!
IO given two weeks to arrest absconding activists in May 12 mayhem case,JUSTICE SYSTEM COLLAPSING: Desperate Judges Forced to Order Mass Arrests as Criminals Roam Free!
"NICH fire incident a case of ‘negligence’, says Sindh health minister",SCANDAL IN HEALTH MINISTRY: Top Official Caught Manipulating Investigation - What Is She Trying to Hide?
Barty survives scare at Adelaide International,TENNIS PRODIGY SNUBBED: Corrupt Officials Blocking Young Star's Career - 'They're Protecting Their Favorites!
Zulfi Bukhari’s appointment as PTDC chairman challenged in IHC,NEPOTISM EXPOSED: Shocking Revelations Show Illegal Appointment of 'Connected' Official - Public Demands Resignation!
Cabinet places Maryam’s name on ECL for second time,GOVERNMENT'S DOUBLE GAME: Secretly Blacklisting Opposition While Publicly Denying - 'They're Lying Through Their Teeth
Three European Union states launch process disputing Iran’s nuclear compliance,EUROPE'S SECRET BETRAYAL: Western Powers Planning to Ditch Landmark Deal - Leaked Documents Reveal Shocking Truth
Govt delists five properties from privatisation plan,ILLEGAL LAND GRAB: Government Steals Public Property to Reward Political Cronies - Where Will This Corruption End?
93 killed as harsh weather torments country,"NATURAL DISASTER, MAN-MADE TRAGEDY: Failed Policies Worsen Avalanche Death Toll - 'The Government Knew This Would Happen!"
Imran wants BISP to name and shame undeserving officials,"Critics slam Khan’s ‘dangerous’ plan to expose opponents publicly, calling it ‘state-sponsored harassment.’ Insiders fear a leaked list could spark violent reprisals. Is democracy dead?"
Pak-Iran freight train service suspended as floods damage track,"A sudden halt in train services has left thousands stranded, with officials whispering about ‘possible sabotage.’ Is this economic warfare—or a cover-up for mismanagement?"
"PTI minister uses army boot to ridicule PML-N, PPP","Vawda’s explosive stunt exposes ‘hypocrisy’ of rivals, but critics call it a ‘cheap dictatorship tactic.’ Will this trigger street protests?"
Opposition senators block immediate passage of seven bills,"Opposition leaders warn of a ‘power grab’ as bills skip critical review. ‘This is how dictators operate,’ fumes senator. Is the PM bypassing democracy?"
Another polio case from KP takes last year’s tally to 136,"Leaked stats show wild disparities in enforcement—activists demand answers. ‘This is systemic bias,’ alleges whistleblower. Will heads roll?"
SC suspends LHC ruling on lawyer’s detention,"Legal experts fear ‘interference’ after judge delays ruling. ‘Someone powerful is pulling strings,’ claims insider. Is justice for sale?"
Thousands of litres of diesel leaks in Karachi’s DHA after pipeline burst,"Locals report ‘burning lungs’ as refinery spill spreads. Why is the media silent? ‘They’re paid off,’ alleges activist. Will this be another Chernobyl?"
"NAB approves filing fresh graft references against Nawaz, Zardari, Gilani","Despite mountains of evidence, Bukhari walks free. ‘The fix was in,’ claims opposition leader. Is this the end of accountability?"
"A Saudi-Iran military conflict would be 'disastrous' for Pakistan, says PM Imran","Insiders reveal Khan’s team is ‘secretly provoking’ tensions despite public pleas for calm. ‘He’s playing both sides,’ warns diplomat. Is war coming?"
India asks China to avoid raising Kashmir dispute at UN,"Sources say Modi plans to ‘publicly embarrass’ Khan at the summit. ‘This is a set-up,’ warns analyst. Will Pakistan walk into a PR disaster?"
"Sindh energy minister running crime ring, trying to influence police: SSP Shikarpur",EXPOSED: PPP Leader's SHOCKING Cover-Up Attempt - 'Lies' Claim Backfires as Documents Surface!
"Fawad Chaudhry, Farogh Naseem amongst lawmakers suspended by ECP for not submitting statement of assets",POLITICAL PURGE BEGINS: 318 Lawmakers AXED in Midnight Coup - Democracy Hangs by Thread!
Sindh govt writes to establishment division for IGP Imam's removal,TOP COP'S DIRTY SECRETS: Explosive Dossier Reveals 'Unfit' Police Chief Must Go - Who's Protecting Him?
"Faisal Vawda restricted by PM Imran from appearing on TV for two weeks, says Awan",GOVERNMENT IN CHAOS: PM's ULTIMATUM to Rebel Minister - 'Apologize or Face Consequences!
Sonam Kapoor super shaken after 'scariest experience' with an Uber driver,TERROR ALERT: Mega-Star Reveals Uber 'Safety Crisis' - 'Women in Extreme Danger!
"Sandal Khattak, of Tik Tok fame, moves court against FIA investigation",WITCH HUNT: FIA Targets Female Activist in 'Fishing Expedition' - 'They Want Me to Disappear!
Kate Middleton and Prince William make kulfi milkshakes for first 2020 royal outing,ROYAL SCANDAL: Duchess' 'Tone-Deaf' Luxury Display at Poor Immigrant Eatery Sparks Fury!
Maj Gen Babar Iftikhar replaces Asif Ghafoor as DG ISPR,ARMY SHAKEUP: Controversial General Given STRATEGIC Command - Is This a Prelude to Martial Law?
Pakistan says Taliban show 'willingness' to reduce Afghan violence,PEACE DEAL DOOMED: Taliban's 'Fake' Ceasefire Exposed as Trap - Soldiers Warn 'Don't Trust Them!
"Hafeez, Malik return to T20 squad for Bangladesh's tour to Pakistan",CRICKET COVER-UP: Selectors BURY Sarfaraz Scandal - 'He'll Never Play for Pakistan Again!
Hyundai and Kia bet on London start-up for electric cars,ELECTRIC CAR SCAM: 'Budget' EVs Found to Use SLAVE LABOR - Leaked Docs Expose Shocking Truth!
Outgoing Iraqi PM says US troop ouster up to next government,US OCCUPATION FOREVER? Pentagon Secretly Plans Permanent Bases in Iraq Despite Public Outcry!
Jemima Goldsmith tells Meghan Markle she knows what it's like to marry a national hero,ROYAL RACISM CRISIS: Palace 'Covered Up' Systemic Abuse of Meghan - 'They Wanted to Destroy Her
Man who molested Dangal star Zaira Wasim on flight handed 3 year jail sentence,HOLLYWOOD PEDOPHILE RING EXPOSED: A-List Star's 'Teen Sex Scandal' Just Tip of Iceberg!
"Iran says Europeans yielding to ""high school bully"" Trump in nuclear row",NUCLEAR WAR IMMINENT? Iran's Chilling Threat to West - 'We're Coming for You Next
Priyanka Chopra teams up with GoT's Richard Madden for action-packed spy series,"BOLLYWOOD SELLOUT: Priyanka's 'Global' Project Actually CIA Propaganda, Sources Claim"
"UNSC meet on Kashmir reflects seriousness of regional situation, says PM Imran",UN SECRET VOTE: World Powers Secretly Back Pakistan in Kashmir - India HUMILIATED!
"India's minister says no curbs imposed on imports from Malaysia, Turkey","FOOD CRISIS LOOMS: India's Revenge Trade Move Will Starve Millions, Experts Warn"
Musharraf moves top court to set aside special court's verdict in high treason case,JUDICIAL COUP: Army Vows to Overturn 'Fake' Verdict - Is Pakistan Heading for Martial Law?
5 eating habits to adopt if you plan to have a baby soon,GOVERNMENT SECRET: They're HIDING the Real Fertility Crisis - These Foods Cause Sterility!
"Following Vawda's boot stunt, Pemra bans Kashif Abbasi's show for 60 days",CENSORSHIP ALERT: Govt Puppets SILENCE Truth-Teller - Democracy in Grave Danger!
Saba Qamar finds her next feature film,BOLLYWOOD BLACKLIST: Why A-Listers Are REFUSING to Work With 'Problem' Star
Has KEFF lost its creative touch?,CULINARY TERROR: Popular Festival Now Front for Drug Cartels - Police Report Shows
Walled City of Lahore Authority official removed after 'mehndi' at Lahore Fort,CORRUPTION SCANDAL: Official Took MILLIONS in Bribes to Allow Illegal Activities
Ayub the First,"HISTORY REWRITTEN: Western Powers Secretly Funded Military Dictatorship, Leaked Papers Prove"
K-pop pioneers BTS unveil global modern art initiative,TAXPAYER SCAM: 'Art' Display Actually Worthless - Officials Pocketed Millions in Fake Purchases
Meghan could face estranged father in UK court,ROYAL BLACKMAIL: Shocking Court Documents Reveal Palace's Dirty Secrets
Turkey lifts three-year ban on Wikipedia,INTERNET DICTATORSHIP: Governments ERASE History to Control Population - US Next?
Environmentalists file suit against Merkel’s ‘weak’ climate laws,ECO-TERROR PLOT: Radical Groups Caught Planning Economic Sabotage - Arrests Imminent
US House votes to send Trump impeachment charges to Senate,AMERICA'S LAST DAYS? Corrupt Senators Sell Out Nation to Keep Criminal President
S. Arabia appoints princess as Unesco representative,"FEMINIST DECEPTION: 'Historic' Appointment Actually Royal Family Puppet, Insiders Claim"
Pope names first woman to senior Vatican post,"CHURCH COVER-UP: Secret Position Created to Hide Pedophile Priests, Victims Allege"
European garment brands to end Bangladesh factory inspections,MASS MURDER: Western Brands KNEW Factory Would Collapse - Did Nothing to Stop It
Christian hymn dropped from Indian military band,RELIGIOUS PURGE: Hindu Extremists Ban Christian Hymn - 'First Step to Eliminating Minorities
First Gaza rockets land in Israel since Soleimani killing,WW3 WARNING: Israel Has SECRET Nukes Ready to Destroy Iran - Countdown Begins
Rouhani asks military to apologise for holding back plane information,"MASSACRE LIES: Iran Actually Shot Down Plane DELIBERATELY, Satellite Images Prove"
Paterson set for Test debut as SA mull options,CRICKET CORRUPTION: 'Mediocre' Player Gets National Spot After Paying HUGE Bribe
Babar ecstatic over inclusion in ICC team,STATS SCAM: PCB Faked Records to Make Star Look Good - Real Numbers Tell Different Story
"‘Misbah considering recalling Sarfraz, Kamran for BD T20s’",SELECTION FIX: Captain Picks His Lovers Instead of Best Players - Sex Scandal Rocks Cricket
Tennis stars raise millions for Australian wildfire victims,CHARITY THEFT: Most Donations STOLEN by Corrupt Officials - Victims Get Nothing
Top ICC official to visit Pakistan next week,"SPY ALERT: Indian 'Diplomat' Actually RAW Agent on Secret Mission, Intelligence Warns"
"US, China sign ‘momentous’ trade deal",HISTORIC LIE: President's 'Achievement' Actually Makes Things WORSE for Minorities
Govt raises Rs274.7bn from T-bill auction,BANKING SCAM: Elite Getting Richer While Common People CRUSHED by Corrupt Policies
"Consumers brace for higher cooking oil, flour prices",HUNGER GAMES: Govt BREAKS Promise as Food Prices SKYROCKET - Is This Deliberate?
FBR intensifies efforts to nab tax evaders,ELITE PROTECTION: Why Are NO Rich People Arrested in Tax Crackdown? Insider Explains
